id,title,url,author,status,created_at,updated_at,published_at,featured,tags,post_access,email_recipients,newsletter_name,sends,opens,clicks,signups,paid_conversions,feedback_more_like_this,feedback_less_like_this
696249fb8ea00a000129a39c,Automatisation IA : Comment Automatiser Facilement tes Tâches Chronophages ?,https://blog.captainmarketing.io/automatisation-ia/,Stéphane Truphème,published and emailed,2026-01-10T12:45:47.000Z,2026-02-07T16:31:24.000Z,2026-01-14T07:29:51.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,29,13,1,0,0,,
67d93ec687df2c00013faa38,Les 21 Meilleures Newsletters Marketing à Suivre (2026),https://blog.captainmarketing.io/21-newsletters-marketing/,Stéphane Truphème,published and emailed,2025-03-18T09:37:10.000Z,2026-04-09T06:29:47.000Z,2026-01-11T11:14:00.000Z,false,"Stratégie Marketing, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,16,7,1,8,0,,
694673ea455bbf00017793cd,Les Tendances Marketing 2026,https://blog.captainmarketing.io/tendances-marketing-2026/,Stéphane Truphème,published and emailed,2025-12-20T10:01:14.000Z,2026-02-07T16:31:16.000Z,2026-01-05T10:26:30.000Z,false,"Stratégie Marketing, IA Marketing",Public,All subscribers,Captain Marketing,28,13,2,1,0,,
66f3be5050a36700018dc408,Tiny Offer : la petite offre originale qui peut te rapporter gros,https://blog.captainmarketing.io/tiny-offer/,Stéphane Truphème,published and emailed,2024-09-25T07:40:00.000Z,2025-12-25T14:33:52.000Z,2025-12-24T13:00:00.000Z,false,"Génération de Leads, Tunnel de Vente",Public,All subscribers,Captain Marketing,15,6,1,0,0,,
694182209c75090001f93d3e,7 Trucs Simples (et Sympa) pour Hacker le cerveau de tes audiences,https://blog.captainmarketing.io/techniques-persuasion-marketing/,Stéphane Truphème,published and emailed,2025-12-16T16:00:32.000Z,2026-02-07T16:27:25.000Z,2025-12-17T07:04:59.000Z,false,Astuces Actionnables,Public,All subscribers,Captain Marketing,28,9,1,0,0,,
6938235e66e6ca000132ff7b,Architecture Transformer : comprendre le vrai moteur de l'IA Générative (Guide),https://blog.captainmarketing.io/architecture-transformer/,Stéphane Truphème,published and emailed,2025-12-09T13:25:50.000Z,2026-02-07T16:32:30.000Z,2025-12-10T14:15:34.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,26,11,1,0,0,,
692f07bea8ca5900012f47f0,Prompt Engineering avancé : Comment intégrer le top 3% des meilleurs utilisateurs IA ?,https://blog.captainmarketing.io/prompt-engineering-avance/,Stéphane Truphème,published and emailed,2025-12-02T15:37:34.000Z,2026-02-07T16:32:20.000Z,2025-12-03T13:25:28.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,25,9,1,0,0,,
692026efe62ac20001ef9f60,Marre des Algorithmes ? Passe à Substack : Le Guide Complet pour Posséder Ton Audience [et générer des Revenus],https://blog.captainmarketing.io/substack-guide-complet-2026/,Stéphane Truphème,published and emailed,2025-11-21T08:46:39.000Z,2026-02-07T16:32:10.000Z,2025-11-26T09:39:47.000Z,false,Génération d'audience,Public,All subscribers,Captain Marketing,24,8,0,0,0,,
6919a7f141af5e0001b37a7b,Le SEO traditionnel est en déclin. Guide AGO (AI Generation Optimization) pour être cité par l'IA en 2026,https://blog.captainmarketing.io/guide-ago-ai-generation-optimization/,Stéphane Truphème,published and emailed,2025-11-16T10:31:13.000Z,2025-12-06T15:16:27.000Z,2025-11-16T10:53:44.000Z,false,,Public,All subscribers,Captain Marketing,25,10,1,0,0,,
6909c638069c290001d9d78c,Les 13 Lois du Marketing Viral Que 99% des Gens Ignorent,https://blog.captainmarketing.io/lois-marketing-viral/,Stéphane Truphème,published and emailed,2025-11-04T09:24:08.000Z,2026-02-07T16:31:56.000Z,2025-11-05T07:51:34.000Z,false,"Astuces Actionnables, IA Marketing",Public,All subscribers,Captain Marketing,25,8,1,0,0,,
68fe05be0e4b03000192de7d,Comment générer des leads en pagaille avec les mini-outils marketing ?,https://blog.captainmarketing.io/mini-outil-marketing/,Stéphane Truphème,published and emailed,2025-10-26T11:27:58.000Z,2026-02-07T16:31:06.000Z,2025-10-30T06:55:03.000Z,false,"Génération de Leads, IA Marketing, Astuces Actionnables",Public,All subscribers,Captain Marketing,25,12,1,0,0,,
68fbb0f0d72ebe0001f55d8a,Quelle est la magie des IA derrière la génération des mots ?,https://blog.captainmarketing.io/tokens-encastrements-vectoriels-llm/,Stéphane Truphème,published and emailed,2025-10-24T17:01:36.000Z,2025-12-10T14:52:25.000Z,2025-10-27T09:40:53.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,24,10,1,0,0,,
68f88fa745a8e50001b71a93,Content Reverse Engineering : la méthode IA en 3 prompts qui décrypte (et réplique) n'importe quel contenu viral,https://blog.captainmarketing.io/prompts-content-marketing-reverse-engineering/,Stéphane Truphème,published and emailed,2025-10-22T08:02:47.000Z,2026-02-07T16:27:39.000Z,2025-10-22T11:49:15.000Z,false,"IA Marketing, Génération d'audience",Public,All subscribers,Captain Marketing,24,11,1,0,0,,
68ed593777846400015f9261,Google Effect,https://blog.captainmarketing.io/effet-google/,Stéphane Truphème,published and emailed,2025-10-13T19:55:35.000Z,2026-02-07T16:27:12.000Z,2025-10-14T07:34:24.000Z,false,Astuces Actionnables,Public,All subscribers,Captain Marketing,24,15,2,0,0,,
68e62392c9606f000193dc40,9 Trucs pour (beaucoup) mieux prompter,https://blog.captainmarketing.io/9-techniques-prompting-ia/,Stéphane Truphème,published and emailed,2025-10-08T08:40:50.000Z,2025-11-11T07:33:53.000Z,2025-10-08T12:35:55.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,24,11,0,0,0,,
68dbfa19920a6e0001f134b5,Comment prioriser les problèmes clients qui font vendre ?,https://blog.captainmarketing.io/prioriser-problemes-clients-qui-font-vendre/,Stéphane Truphème,published and emailed,2025-09-30T15:41:13.000Z,2025-11-11T07:33:46.000Z,2025-10-01T06:56:48.000Z,false,"Stratégie Marketing, Persona Marketing",Public,All subscribers,Captain Marketing,24,12,2,0,0,,
68d395cd37a8730001a71700,Comment te Présenter Efficacement ?,https://blog.captainmarketing.io/comment-se-presenter-efficacement/,Stéphane Truphème,published and emailed,2025-09-24T06:55:09.000Z,2025-11-11T07:33:38.000Z,2025-09-24T14:01:01.000Z,false,"Astuces Actionnables, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,21,9,2,1,0,,
68c7f49cbe9ed00001fd7237,“The Loop Marketing” : tout comprendre du nouveau Playbook Marketing d’Hubspot,https://blog.captainmarketing.io/loop-marketing-hubspot-playbook-2026/,Stéphane Truphème,published and emailed,2025-09-15T11:12:28.000Z,2025-11-11T07:33:29.000Z,2025-09-17T06:37:38.000Z,false,Stratégie Marketing,Public,All subscribers,Captain Marketing,21,7,3,1,0,,
67629eba231f2900010c2dbe,Swot Personnel : comment devenir meilleur  ?,https://blog.captainmarketing.io/swot-personnel/,Stéphane Truphème,published and emailed,2024-12-18T10:06:50.000Z,2025-11-11T07:33:20.000Z,2025-09-07T18:12:00.000Z,false,"Astuces Actionnables, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,15,5,2,1,0,,
68b7049fdc2a970001a3c9ab,Comment Créer Des Pitchs de Vente qui Cartonnent ?,https://blog.captainmarketing.io/comment-creer-pitch-vente-efficace/,Stéphane Truphème,published and emailed,2025-09-02T14:52:15.000Z,2025-11-11T07:33:12.000Z,2025-09-03T12:06:03.000Z,false,"Astuces Actionnables, Conversion Marketing",Public,All subscribers,Captain Marketing,20,9,2,0,0,,
68ad7372a873a20001fc6284,Comment le Vibe Coding est-il devenu mon superpouvoir marketing (et comment peut-il devenir le tien) ?,https://blog.captainmarketing.io/vibe-coding-marketing-guide/,Stéphane Truphème,published and emailed,2025-08-26T08:42:26.000Z,2025-11-11T07:33:00.000Z,2025-08-26T10:45:09.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,20,9,1,0,0,,
68a4805a55896b0001d13e3f,Comment Faire Ta Veille avec l’IA (sans automatisation complexe) ?,https://blog.captainmarketing.io/veille-intelligence-artificielle-guide/,Stéphane Truphème,published and emailed,2025-08-19T13:47:06.000Z,2026-04-09T07:22:14.000Z,2025-08-20T06:55:05.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,20,10,1,0,0,,
6880e0bc8232ae0001ec20d7,Comment l'Analyse Stratégique de Ton Marché avec l'IA Peut t'Aider à Mieux Performer ?,https://blog.captainmarketing.io/analyse-stategique-marche-ia/,Stéphane Truphème,published and emailed,2025-07-23T13:16:44.000Z,2025-09-15T12:22:12.000Z,2025-07-23T14:29:27.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,19,10,1,0,0,,
67dfffef1cd87200013c8183,Comment Détecter des Contenus IA ?,https://blog.captainmarketing.io/comment-detecter-des-contenus-ia/,Stéphane Truphème,published and emailed,2025-03-23T12:34:55.000Z,2025-09-15T12:22:06.000Z,2025-07-16T13:26:55.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,18,9,1,0,0,,
6863d2c6fc1a1a00017ed1c7,L'IA va changer ton marketing en 2025 (et pas comme tu le crois),https://blog.captainmarketing.io/personnalisation-ia-marketing-2025/,Stéphane Truphème,published and emailed,2025-07-01T12:21:26.000Z,2025-09-15T12:21:59.000Z,2025-07-02T08:51:01.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,19,10,3,0,0,,
68568d60d9ecab000135d8ec,Comment se souvenir de tout ce que tu lis grâce à l'IA,https://blog.captainmarketing.io/ia-lecture-livres-guide/,Stéphane Truphème,published and emailed,2025-06-21T10:45:52.000Z,2025-09-15T12:21:53.000Z,2025-06-25T13:31:04.000Z,false,"IA Marketing, Astuces Actionnables",Public,All subscribers,Captain Marketing,18,8,1,1,0,,
6849655d1513d80001253f84,Zéro clic Marketing,https://blog.captainmarketing.io/zero-clic-marketing/,Stéphane Truphème,published and emailed,2025-06-11T11:15:41.000Z,2025-09-15T12:21:47.000Z,2025-06-11T13:26:22.000Z,false,"IA Marketing, Stratégie Marketing",Public,All subscribers,Captain Marketing,19,8,1,0,0,,
682f6c249c18e40001cc9966,Generative Engine Optimization (GEO) Démystifié : définition & stratégie à adopter,https://blog.captainmarketing.io/geo-guide-pratique-2025/,Stéphane Truphème,published only,2025-05-22T18:25:40.000Z,2025-05-29T12:55:43.000Z,2025-05-23T13:19:12.000Z,false,IA Marketing,Public,,,,,,0,0,,
682a1beca55ae000011863e5,Generative Engine Optimization (GEO) : comment s’adapter à l’évolution des recherches sur le Web ?,https://blog.captainmarketing.io/generative-engine-optimization/,Stéphane Truphème,published and emailed,2025-05-18T17:42:04.000Z,2025-09-15T12:21:40.000Z,2025-05-21T10:10:09.000Z,false,"IA Marketing, Stratégie Marketing",Public,All subscribers,Captain Marketing,18,8,1,0,0,,
682205102222730001124fff,Deep Research : Guide Complet,https://blog.captainmarketing.io/deep-research/,Stéphane Truphème,published and emailed,2025-05-12T14:26:24.000Z,2025-09-15T12:21:34.000Z,2025-05-14T12:15:04.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,18,8,2,0,0,,
681a1d6978f9b8000186df3d,14 questions pour auditer ta page d'accueil (avant qu'elle ne tue silencieusement tes ventes),https://blog.captainmarketing.io/audit-ta-page-accueil/,Stéphane Truphème,published and emailed,2025-05-06T14:32:09.000Z,2025-09-15T12:21:28.000Z,2025-05-09T09:09:44.000Z,false,"Astuces Actionnables, Génération de Leads",Public,All subscribers,Captain Marketing,18,6,1,0,0,,
680f86d548c3a500012644bb,Écrire plus facilement avec l’IA : 8 TACTIQUES intéressantes,https://blog.captainmarketing.io/ecrire-avec-ia/,Stéphane Truphème,published and emailed,2025-04-28T13:47:01.000Z,2025-09-15T12:21:21.000Z,2025-04-29T12:29:38.000Z,false,Astuces Actionnables,Public,All subscribers,Captain Marketing,18,9,2,0,0,,
6802737afff42700012e0e3a,Hook Marketing : 2 Techniques Amusantes Pour Capter l'Attention,https://blog.captainmarketing.io/hook-marketing-technique/,Stéphane Truphème,published and emailed,2025-04-18T15:44:58.000Z,2025-09-15T12:21:13.000Z,2025-04-23T09:04:55.000Z,false,Astuces Actionnables,Public,All subscribers,Captain Marketing,18,6,2,0,0,,
67fceed6a1731e0001047955,Comment créer des publications LinkedIn avec l'IA ?,https://blog.captainmarketing.io/publications-linkedin-ia/,Stéphane Truphème,published and emailed,2025-04-14T11:17:42.000Z,2025-09-15T12:21:03.000Z,2025-04-16T07:42:15.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,15,6,0,1,0,,
67ed2e92e1974d000138b409,10 tendances en Content Marketing qui vont dominer 2025 + bonus,https://blog.captainmarketing.io/tendances-content-marketing/,Stéphane Truphème,published and emailed,2025-04-02T12:33:22.000Z,2025-05-09T09:13:04.000Z,2025-04-02T13:22:08.000Z,false,Génération d'audience,Public,All subscribers,Captain Marketing,15,7,0,0,0,,
67dff7681cd87200013c811f,Deviens IA Native en 3 étapes seulement : de touriste à expert IA,https://blog.captainmarketing.io/ia-native-3-cerveaux-ia/,Stéphane Truphème,published and emailed,2025-03-23T11:58:32.000Z,2025-05-09T09:12:57.000Z,2025-03-26T08:17:59.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,16,7,1,0,0,,
67d13b1bf7fded0001f43c64,11 cas d’usage de l’IA pour booster ton travail (+Bonus),https://blog.captainmarketing.io/cas-usage-ia/,Stéphane Truphème,published and emailed,2025-03-12T07:43:23.000Z,2025-05-09T09:12:42.000Z,2025-03-12T10:31:16.000Z,false,"IA Marketing, Astuces Actionnables",Public,All subscribers,Captain Marketing,16,4,1,0,0,,
67c84edd1d75920001f13150,Prompting IA : la compétence que tu dois absolument acquérir !,https://blog.captainmarketing.io/prompting-ia/,Stéphane Truphème,published and emailed,2025-03-05T13:17:17.000Z,2025-05-09T09:12:31.000Z,2025-03-05T14:15:07.000Z,false,"IA Marketing, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,16,7,2,0,0,,
67b9cbf193030e00012317fc,Hook marketing : comment créer des accroches marketing efficaces ?,https://blog.captainmarketing.io/hook-marketing/,Stéphane Truphème,published and emailed,2025-02-22T13:06:57.000Z,2025-04-07T16:13:34.000Z,2025-02-26T10:39:40.000Z,false,"Astuces Actionnables, Génération d'audience",Public,All subscribers,Captain Marketing,16,7,1,0,0,,
654e6dab444f0d0001e180a4,Flywheel Marketing : comment l'activer pour augmenter tes résultats ?,https://blog.captainmarketing.io/flywheel-marketing/,Stéphane Truphème,published and emailed,2023-11-10T17:51:39.000Z,2025-02-17T14:38:38.000Z,2025-02-17T07:00:00.000Z,false,"Stratégie Marketing, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,9,4,1,0,0,,
67aa1472c438170001b4caea,Idéation : La méthode de génération d'idées  [niveau CE2],https://blog.captainmarketing.io/ideation/,Stéphane Truphème,published and emailed,2025-02-10T15:00:02.000Z,2025-04-07T16:13:19.000Z,2025-02-11T11:59:25.000Z,false,"Astuces Actionnables, Génération d'audience, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,16,6,1,0,0,,
6797708c6260450001daa5b1,Comment créer ta Niche Marketing Rentable ?,https://blog.captainmarketing.io/niche-marketing-rentable/,Stéphane Truphème,published and emailed,2025-01-27T11:39:56.000Z,2025-04-07T16:13:01.000Z,2025-02-03T10:32:26.000Z,false,"Stratégie Marketing, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,16,7,2,0,0,,
679a0acb7a494a0001f82e94,"Comment tripler ton engagement avec un simple ""Comment"" ?",https://blog.captainmarketing.io/anti-scroll-comment/,Stéphane Truphème,published and emailed,2025-01-29T11:02:35.000Z,2025-04-07T16:12:50.000Z,2025-01-29T14:04:21.000Z,false,"Astuces Actionnables, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,16,6,2,0,0,,
661ad71d6f1d5a0001941cb7,Effectuation : comment faciliter ses prises de décisions ?,https://blog.captainmarketing.io/effectuation/,Stéphane Truphème,published and emailed,2024-04-13T19:03:57.000Z,2025-04-07T16:12:38.000Z,2025-01-28T17:10:00.000Z,false,"Astuces Actionnables, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,12,5,1,0,0,,
678d583ca2f4390001d28418,7 Tendances IA à suivre comme le lait sur le feu en 2025 🔥,https://blog.captainmarketing.io/7-tendances-ia-2025/,Stéphane Truphème,published and emailed,2025-01-19T19:53:32.000Z,2025-04-07T16:12:28.000Z,2025-01-23T12:19:52.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,15,5,2,1,0,,
678be8f6a2f4390001d28374,Comment écrire plus vite avec une IA ?,https://blog.captainmarketing.io/comment-ecrire-avec-ia-guide/,Stéphane Truphème,published and emailed,2025-01-18T17:46:30.000Z,2025-04-07T16:12:03.000Z,2025-01-19T12:24:36.000Z,false,IA Marketing,Public,All subscribers,Captain Marketing,15,5,1,0,0,,
67828c59521c440001f5db62,Comment provoquer la chance ?,https://blog.captainmarketing.io/provoquer-sa-chance/,Stéphane Truphème,published and emailed,2025-01-11T15:20:57.000Z,2026-04-09T06:28:08.000Z,2025-01-15T13:48:00.000Z,false,"Astuces Actionnables, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,15,6,1,1,0,,
677bd9db0921da0001643454,Niche Marketing : Comment Vaincre en Renonçant ?,https://blog.captainmarketing.io/niche-marketing/,Stéphane Truphème,published and emailed,2025-01-06T13:25:47.000Z,2025-04-07T16:11:24.000Z,2025-01-08T09:47:59.000Z,false,"Travailler en Liberté 🕺🏻, Stratégie Marketing",Public,All subscribers,Captain Marketing,15,8,1,0,0,,
644a7f2e0f5a9b003df3c905,L'Effet Barnum en Marketing : Guide Complet pour Booster tes Conversions [2025],https://blog.captainmarketing.io/effet-barnum/,Stéphane Truphème,published and emailed,2023-04-27T13:57:02.000Z,2024-12-28T09:45:09.000Z,2024-12-28T08:48:00.000Z,false,"Astuces Actionnables, Conversion Marketing",Public,All subscribers,Captain Marketing,12,5,1,0,0,,
676abc0ff47dfe00019cc59a,Le One Page Marketing Plan : Un Framework Marketing Simple et Efficace en 9 Étapes,https://blog.captainmarketing.io/one-page-marketing-plan/,Stéphane Truphème,published and emailed,2024-12-24T13:50:07.000Z,2025-01-25T12:48:33.000Z,2024-12-25T12:05:30.000Z,false,"Stratégie Marketing, Astuces Actionnables",Public,All subscribers,Captain Marketing,15,7,1,0,0,,
673ce27307098f0001854e7f,Comment l’Illusion du Travail augmente la valeur de ton offre ?,https://blog.captainmarketing.io/illusion-du-travail/,Stéphane Truphème,published and emailed,2024-11-19T19:09:39.000Z,2025-01-25T12:48:22.000Z,2024-12-14T10:20:39.000Z,false,"Astuces Actionnables, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,15,9,1,0,0,,
675848415700d7000182f930,Marque Personnelle VS Marque Corporate (+ Prompt IA),https://blog.captainmarketing.io/marque-personnelle-vs-marque-corporate/,Stéphane Truphème,published and emailed,2024-12-10T13:55:13.000Z,2025-01-25T12:48:11.000Z,2024-12-11T11:12:57.000Z,false,Travailler en Liberté 🕺🏻,Public,All subscribers,Captain Marketing,15,6,1,0,0,,
6751c9b9a25469000139726a,Comment utiliser la loi de Cunningham pour obtenir la vérité [facilement],https://blog.captainmarketing.io/loi-de-cunningham/,Stéphane Truphème,published and emailed,2024-12-05T15:41:45.000Z,2025-04-24T06:47:53.000Z,2024-12-05T18:32:33.000Z,false,Astuces Actionnables,Public,All subscribers,Captain Marketing,15,7,1,0,0,,
67449ae226de3a00016ac871,9 Choses à éviter pour Optimiser tes Posts LinkedIn,https://blog.captainmarketing.io/conseils-reussir-posts-linkedin/,Stéphane Truphème,published and emailed,2024-11-25T15:42:26.000Z,2025-01-25T12:47:41.000Z,2024-11-27T16:51:43.000Z,false,"Astuces Actionnables, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,15,5,1,0,0,,
6738b609a876a10001d8f465,Faux Podcasts : La Nouvelle Tendance Marketing Qui Cartonne,https://blog.captainmarketing.io/faux-podcasts/,Stéphane Truphème,published and emailed,2024-11-16T15:11:05.000Z,2024-11-29T17:52:46.000Z,2024-11-19T17:07:09.000Z,false,"Astuces Actionnables, Travailler en Liberté 🕺🏻",Public,All subscribers,Captain Marketing,15,6,1,0,0,,
